"Sample";"Zone";"Profondeur";"Date";"Longitude";"Latitude";"RHO";"Recouvrement_Rhodolithes_video";"CaCO3";"LOI_550";"Mean";"Median";"Mode";"SD";"Variance";"CV";"Skewness";"Kurtosis";"d10";"d50";"d90";"pc_2";"pc_4";"pc_63";"pc_125";"pc_250";"pc_500";"pc_1000";"pc_2000";"pc_2500";"pc_4000";"min_bathy";"mean_bathy";"max_bathy";"min_ag";"mean_ag";"max_ag";"min_am";"mean_am";"max_am";"min_aq";"mean_aq";"max_aq";"min_co";"mean_co";"max_co";"min_er";"mean_er";"max_er";"min_in";"mean_in";"max_in";"min_mo_ais";"mean_mo_ais";"max_mo_ais";"min_mo_pp";"mean_mo_pp";"max_mo_pp";"min_pe";"mean_pe";"max_pe";"min_po";"mean_po";"max_po";"min_re";"mean_re";"max_re";"min_to";"mean_to";"max_to";"min_tm";"mean_tm";"max_tm";"p_mean_cum";"dist_land";"dist_ports"
"T10R039";"Rho";66.6;"2022-02-01";9.46898333333333;42.72625;NA;"0";49.2434662998624;7.08723900213261;626.069;339.854;1908.93;671.77;451275;107.3;1.17704;0.693016;30.6958;339.854;1686.63;1.28984;1.0672;15.25156;13.976;12.9722;14.5131;13.9981;23.7773;2.33620000000001;0.8185;-69.3788757324219;-66.8755121231079;-64.6687927246094;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000229354584007524;0.000325322511101452;0.000440181174781173;0;0;0;0;0;0;0;0;0;0.00242549413815141;0.0025588554640611;0.00270202639512718;0.00288417797516255;755.331139105216;2171.90834828867
"T10S0196";"Bastia";40;"2022-02-08";9.55241666666667;42.61555;"1";"50-90%";51.6069788797062;4.1742994537491;659.981;559.032;1090.81;498.985;248987;75.6061;0.567849;-0.742655;92.3013;559.032;1403.29;0.823946;0.542064;6.30051;5.24778;15.7225;17.8439;26.525;26.9943;0;0;-39.0982933044434;-36.6645869016647;-35.0787391662598;Inf;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00920674670487642;0.00940871718921699;0.00950353592634201;0;0;0;0;0;0;0;0;0;0.00339998444542289;0.00351777228206629;0.00361517583951354;0.0129264894712833;4492.7617127918;12295.607866044
"T10S0197";"Bastia";80;"2022-02-08";9.57296666666667;42.6166833333333;NA;"0";17.0798898071625;3.81468797564689;210.072;190.701;185.348;118.821;14118.5;56.5622;0.992311;1.45451;82.3153;190.701;369.426;1.16913;0.727;6.60502;9.82965;54.4705;23.7619;3.43680000000001;0;0;0;-79.7698822021484;-77.6923695225869;-75.7791748046875;Inf;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00154516263864934;0.00168056739494205;0.00185049511492252;0;0;0;0;0;0;0;0;0;0.00181143719237298;0.0018628665090849;0.00191946246195585;0.00354343390402695;5938.0324324869;13418.9169892692
"T10S0198";"Bastia";40;"2022-02-08";9.58003333333333;42.6027;"1";"50-90%";57.5757575757576;6.64965819513952;826.594;984.849;1314.59;552.023;304729;66.7829;-0.189105;-1.48219;46.6589;984.849;1487.03;1.38857;0.90484;9.35629;5.9896;7.1472;10.3972;15.4507;49.3656;0;0;-39.7172012329102;-38.9123108386993;-38.1365661621094;Inf;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00621650600805879;0.00640316243904332;0.00657370779663324;0;0;0;0;0;0;0;0;0;0.00285736308433115;0.00292660945560783;0.00299201114103198;0.00932977189465115;5671.28058965824;14903.7040285522
"T10S0264";"Taverna";3.13;"2022-02-10";9.5579;42.2029666666667;NA;"0";4.18300653594771;3.87890729361472;370.767;303.884;324.396;295.374;87245.6;79.6656;2.02296;5.40202;86.9888;303.884;700.571;0.413083;0.359926;7.172541;5.83655;24.0196;41.4298;15.9726;4.7959;0;0;-2.72352719306946;-2.13605527877808;-1.59260892868042;0.932574450969696;0.95400950871408;0.980154514312744;0;0;0;0;0;0;0.49428579211235;0.51852329261601;0.548525333404541;0.541463613510132;0.661408586427569;0.794120848178864;0;0;0;0;0;0;0;0;0;0.000127377599710599;0.000164782458341506;0.00019985341350548;0.137388527393341;0.174518438987434;0.216410964727402;0.0140750668942928;0.0181164048262872;0.026959341019392;0.868931651115417;0.904952151700854;0.944072782993317;0.000471147213829681;0.000621774308456224;0.000767892342992127;3.23231494003903;184.891994404377;15390.4361604118
"T10S0265";"Taverna";8.1;"2022-02-10";9.56715;42.1999333333333;NA;"0";3.39869281045752;2.69105138366139;232.587;192.859;168.863;159.956;25586;68.7726;0.68214;-0.441549;46.5767;192.859;481.877;0.570387;0.295896;12.641517;15.7479;32.9828;29.4812;8.2803;0;0;0;-9.59799289703369;-8.50499483846849;-7.71704816818237;0.604395985603333;0.62295081615448;0.645468354225159;0;0;0;0;0;0;0.181424260139465;0.198098566631476;0.216951966285706;0;0.000457248534075916;0.00738187320530415;0;0;0;0;0;0;0;0;0;0.000612371950410306;0.000667912643014764;0.000716261158231646;0;0;0;0.355077654123306;0.455904859304428;0.580166518688202;0.457687526941299;0.489780263106028;0.522377252578735;0.00197532214224339;0.00203435129951686;0.00207931036129594;1.76989401767302;752.140853284206;15817.3798703457
"T10S0266";"Taverna";28.42;"2022-02-10";9.57805;42.1968166666667;NA;"0";32.156862745098;3.03434033907341;620.484;527.902;517.184;376.705;141907;60.7115;1.08671;0.960253;241.195;527.902;1187.59;0.297711;0.169327;2.055432;1.6908;6.54653;35.3042;38.0857;15.8503;0;0;-29.3325500488281;-28.2994121313095;-26.907398223877;0.184648931026459;0.206605288290208;0.22520737349987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000308003654936329;0.000345652138123349;0.000390153320040554;0;0;0;0;0;0;0;0.00188322746051258;0.0106772426515818;0.0019237669184804;0.00193758584153388;0.00195612898096442;0.210771753730378;1580.12363836343;16311.0489956552
"T10S0267";"Taverna";40.72;"2022-02-10";9.58618333333333;42.1939666666667;"1";NA;51.5032679738562;7.03602484472052;974.024;1013.35;1197.69;470.902;221749;48.346;-0.286835;-0.61497;295.164;1013.35;1579.36;0.817997;0.543833;4.16496;1.18384;2.42365;8.17922;31.5792;51.1073;0;0;-42.6133003234863;-41.4873255411784;-40.2825775146484;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2258.61999288328;16763.0885285286
"T10S0268";"Taverna";59.9;"2022-02-10";9.59616666666667;42.1906833333333;NA;"0";69.0196078431373;4.66574626989803;432.776;294.109;168.868;375.068;140676;86.6656;1.35607;1.40667;101.165;294.109;995.881;0.777979;0.575901;5.61585;7.70247;29.5747;23.8025;22.0619;9.8887;0;0;-61.8780670166016;-60.9284661156791;-60.0071640014648;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3124.74574602002;17322.3851672027
"T10S0269";"Taverna";79;"2022-02-10";9.60903333333333;42.1867666666667;NA;"0";28.4967320261438;4.67964276083062;428.201;237.278;153.832;424.14;179895;99.0515;1.59108;1.73141;105.611;237.278;1130.79;0.880241;0.458199;3.20401;11.60835;35.6725;20.9679;14.3007;12.9081;0;0;-81.4523315429688;-80.5965410868327;-79.6559219360352;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4249.0374346818;18050.9507078582
"T10S0608";"Ajaccio";17.17;"2022-02-26";8.71423333333333;41.9048;NA;"0";28.5326086956522;1.96135926758544;1889.6;1653.44;3162.28;1154.37;1330000;61.0907;1.68927;3.29943;808.85;1653.44;3458.95;0.102111;0.067606;0.859683;0.4855;0.31801;1.06532;14.97137;52.6488;10.8187;13.5506;-18.2785224914551;-16.4854468981425;-13.1449718475342;0;0;0;0;0;0;0;0;0;0;0;0;0.351855665445328;0.430810275673866;0.519000053405762;0;0;0;0;1.78787566255778e-05;0.000536362698767334;0;0;0;8.26469258754514e-05;8.66567611713738e-05;9.04092230484821e-05;0.702740907669067;0.741383949915568;0.786396324634552;0.34296777844429;0.361759146054586;0.389553159475327;0.00220880517736077;0.0313662151495616;0.0682357475161552;0.0132732968777418;0.0138468135148287;0.0143547635525465;1.57927093582621;368.018649403927;2772.38612515414
"T10S0609";"Ajaccio";74.77;"2022-02-26";8.72296666666667;41.9017;NA;NA;50.2717391304348;6.88285472422997;259.535;215.299;567.746;178.204;31756.6;68.6626;0.464462;-0.922221;48.4003;215.299;532.259;1.43692;1.11557;9.73191;15.1744;28.0165;31.0144;13.5103;0;0;0;-80.2687759399414;-59.9513053894043;-47.180721282959;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.40153768169694e-05;0.000105787167315915;0.000115482733235694;0;0.143303020174305;0.32271271944046;0;0;0;0;0;0;0.0170392226427794;0.017298713264366;0.0175526570528746;0.160707520605987;798.802458628046;2433.42700876508
"T10S0679";"Cargese";3.73;"2022-03-01";8.66695;41.99295;NA;"0";15.9217877094972;6.59843169624431;329.873;201.044;168.868;350.7;122991;106.314;2.28582;4.83504;93.4057;201.044;830.52;0.414678;0.187092;3.39301;17.39132;40.7191;21.8773;8.0437;7.9738;0;0;-5.37133407592773;-2.41413008570671;-0.197813928127289;0.942367255687714;0.975702188909054;0.998333752155304;0;0;0;0;0;0;0.61767441034317;0.663215842097998;0.696597814559937;0.735884070396423;0.912761515006423;0.998333752155304;0;0;0;0;0;0;0;0.000139452913572313;0.000446249323431402;0;0;0;0.142746120691299;0.167164901737124;0.187744632363319;0;0;0;0.383748650550842;0.459728200919926;0.499207526445389;0.000126156577607617;0.000220429261844401;0.000371277565136552;3.17893253084594;72.1235646766417;9301.74925157959
"T10S0680";"Cargese";9.97;"2022-03-01";8.66706666666667;41.9888666666667;NA;"0";15.0837988826816;1.76524984312559;184.959;161.358;153.832;97.3263;9472.4;52.6205;1.38431;2.1936;93.6566;161.358;318.187;0.494019;0.127774;2.944427;22.86098;55.3436;17.0113;1.2179;0;0;0;-12.5900640487671;-10.2646574378014;-8.12693214416504;0.814155220985413;0.850942401091258;0.892052292823792;0;0;0;0;0;0;0.490368962287903;0.521162005265554;0.553769469261169;0.310415983200073;0.422463176647822;0.561593174934387;0;0;0;0;0;0;0;0;0;0;0;0;0.204505577683449;0.231181121369203;0.259519696235657;0;0;0;0.214333385229111;0.274214027822018;0.335142910480499;0.000981848104856908;0.00131266880392407;0.00165129115339369;2.30127540099978;234.641985473967;8961.21192019363
"T10S0681";"Cargese";25.23;"2022-03-01";8.66165;41.9871333333333;NA;"0";4.46927374301676;1.01003465322142;1564.77;1368.86;2236.07;1088.75;1190000;69.5788;3.59418;25.5532;611.516;1368.86;2744.77;0.0795542;0.0361458;0.91103;1.06313;1.65197;3.11637;22.1737;49.2565;10.0738;10.037;-27.4376831054688;-25.5330176353455;-23.7754993438721;0.506699502468109;0.539250049988429;0.581463277339935;0;0;0;0;0;0;0.245571881532669;0.274029873808225;0.303005635738373;0;0;0;0;0;0;0;0;0;0;0.00044029929364721;0.00330224470235407;0;0;0;0;0.00462139897669355;0.0195826347917318;0;0;0;0;0;0;0.00274408631958067;0.00279494794861724;0.00284630968235433;0.821136570015612;528.359099412646;9143.7126291439
"T10S0682";"Cargese";35.38;"2022-03-01";8.6564;41.9854;NA;"0";3.35195530726257;0.821334916629519;1290.84;1284.15;1442.92;585.443;342744;45.3536;0.301349;0.786476;547.304;1284.15;1956.78;0.154712;0.067948;1.47518;1.09983;2.1015;4.25259;20.39964;62.4362;6.11109999999999;1.90130000000001;-36.6081161499023;-35.322647690773;-33.4855461120605;0.285353600978851;0.310128929217656;0.336054265499115;0;0;0;0;0;0;0.0740975216031075;0.0947421863675117;0.119108535349369;0;0;0;0;0;0;0;0.00238383393346642;0.00893937703222036;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00277054635807872;0.00281160258067151;0.00284919701516628;0.410066552099306;736.666550160721;9337.85161592779
"T10S0683";"Cargese";57.2;"2022-03-01";8.64808333333333;41.9866;NA;"0";45.2513966480447;4.3075200474222;192.354;161.954;153.824;116.096;13478.2;60.3552;1.16064;1.14028;78.8147;161.954;365.456;0.703775;0.319805;5.22917;24.95895;44.9927;21.4011;2.39449999999999;0;0;0;-57.0338592529297;-54.9805029630661;-53.5285263061523;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00272868224419653;0.00274522786414058;0.0027674320153892;0.00274522786414058;1064.26489693359;9954.37373499146
"T10S0684";"Cargese";11.92;"2022-03-01";8.66526666666667;41.9899833333333;NA;"0";14.5251396648045;1.88258566351507;181.871;161.944;153.824;94.6271;8954.29;52.0299;1.32553;2.21173;90.1461;161.944;308.95;0.42619;0.120897;4.348923;21.01579;57.1677;15.9904;0.930099999999996;0;0;0;-14.8736667633057;-12.8666086792946;-10.5785608291626;0.754949510097504;0.794958212683278;0.839020371437073;0;0;0;0;0;0;0.455782830715179;0.487663649743603;0.525277197360992;0.157244145870209;0.253419962621504;0.371706545352936;0;0;0;0;0;0;0;0;0;0;0;0;0.112513229250908;0.142212058026944;0.166208490729332;0;0;0;0.125555038452148;0.174809023737907;0.23229031264782;0.00135381484869868;0.00172518263946498;0.00200703018344939;1.8547880894527;324.329065519018;9154.3475259253
"T10S0685";"Cargese";76.78;"2022-03-01";8.65688333333333;41.97745;NA;NA;49.4413407821229;14.4946609138916;282.427;155.279;140.097;331.536;109916;117.388;2.26504;5.49355;32.0429;155.279;695.698;1.26972;1.08379;15.21999;22.5619;26.4353;17.1265;10.9586;5.3442;0;0;-21.4812812805176;-17.441878080368;-14.6845941543579;0.313020408153534;0.360171608130137;0.392816007137299;0;0;0;0;0;0;0.14215986430645;0.17681627124548;0.205083444714546;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.136510998010635;0.20213343501091;0.256381273269653;0;0;0;0;0;0;0.00148112943861634;0.00173079858456428;0.00200045527890325;0.740852112971091;285.586014285918;8753.50356251254
"T10S0796";"Propriano";33.13;"2022-03-04";8.89423333333333;41.68065;NA;"0";7.52089136490251;9.16056396757963;188.976;164.359;140.097;113.121;12796.4;59.8598;0.77;0.135509;64.0445;164.359;354.084;0.800823;0.431427;8.51837;23.75518;39.8234;25.7837;0.887100000000004;0;0;0;-35.3143196105957;-33.8169849395752;-32.5185928344727;0.387359350919724;0.393109651342515;0.401451408863068;0.355194061994553;0.398729071501763;0.441701203584671;0;0;0;0;0.00996609392666048;0.0230641160160303;0.0351845920085907;0.0850330251118829;0.132776945829391;0;0;0;0;0;0;0;0;0;0;0;0;0.264568567276001;0.301892984297968;0.342298150062561;0.417794823646545;0.466507038762492;0.543704271316528;0.159434512257576;0.191395403396699;0.237167283892632;0.0024370604660362;0.00259426393876633;0.0027120269369334;1.84922753227875;300.962178421324;700.689293969063
"T10S0797";"Propriano";19.23;"2022-03-04";8.89405;41.679;NA;"0";2.50696378830084;1.12996606109003;1506.56;1577.47;1908.93;878.065;770997;58.2826;0.539468;2.39213;124.901;1577.47;2408.33;0.243956;0.093027;4.999787;4.66973;5.2626;2.872;3.1065;59.2069;11.6885;7.1964;-31.5111122131348;-20.2879187060941;-10.7761363983154;0.399289578199387;0.486291175087293;0.570081949234009;0.444714307785034;0.579837219913801;0.699483096599579;0;0;0;0.0184411890804768;0.145739849284291;0.254391461610794;0.241126328706741;0.39570554792881;0.520864725112915;0;0;0;0;0;0;0;0;0;0;0;0;0.334804624319077;0.484790770212809;0.61457771062851;0.568623423576355;0.647939984003703;0.706953406333923;0.22479310631752;0.392998124162356;0.532516300678253;0.00210603745654225;0.00238109369917462;0.00263815373182297;3.13568376429224;206.995180319551;643.93551996178
"T10S0798";"Propriano";38.3;"2022-03-04";8.8893;41.67745;NA;"0";4.17827298050139;12.4970902198131;242.991;149.837;116.278;251.464;63234;103.487;2.38557;7.08086;50.6484;149.837;538.491;0.959493;0.708277;11.78713;27.3513;27.5327;19.8575;9.22800000000001;2.57559999999999;0;0;-41.620433807373;-38.6428055082049;-35.117603302002;0.214684411883354;0.244181059060558;0.276885330677032;0.136911779642105;0.181750620084424;0.233518823981285;0;0;0;0;0;0;0.0659411251544952;0.159656463130828;0.252012610435486;0;0;0;0;0;0;0;0;0;0;0;0;0.170888096094131;0.229407807030985;0.284738957881927;0.207062840461731;0.25977529681498;0.320318162441254;0.0483262240886688;0.116675710125316;0.181437224149704;0.00342019251547754;0.00360189295644241;0.00376799516379833;1.19504884920353;386.090201486909;1018.43905123059
"T11R040";"Rho";82.87;"2022-02-02";9.4957;42.7684;NA;"0";53.920220082531;5.31129147371741;385.757;247.755;153.832;379.64;144127;98.4145;1.61564;2.3631;58.0919;247.755;943.839;1.02842;0.81986;8.98182;15.8048;23.6289;23.1293;17.7252;8.8817;0;0;-83.2261810302734;-81.2253074645996;-78.9506912231445;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000725002028048038;0.000816009260233841;0.000929143163375556;0;0;0;0;0;0;0;0;0;0.00371096073649824;0.00379885037546046;0.00389414862729609;0.0046148596356943;1607.42234931663;7332.99578561665
"T11R041";"Rho";58.55;"2022-02-02";9.49456666666667;42.7818166666667;NA;"0";51.4442916093535;6.21020175614987;285.68;154.282;127.646;303.327;92007;106.177;1.60413;1.94959;32.7374;154.282;753.201;1.20856;1.09601;15.40253;23.3462;22.6298;17.5942;13.6006;5.1221;0;0;-59.2630271911621;-57.657998919487;-56.3394241333008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000226557240239345;0.000264574899241173;0.000299596431432292;0;0;0;0;0;0;0;0;0;0.00366938044317067;0.0038075968855992;0.00394750572741032;0.00407217178484037;869.568198242758;8650.86508835426
"T11R042";"Rho";81.84;"2022-02-02";9.50498333333333;42.78115;NA;"0";58.8720770288858;5.13579842931932;541.564;419.253;429.182;419.573;176041;77.4743;1.17497;0.803566;128.728;419.253;1196.92;0.435647;0.35352;3.847003;4.91735;18.12528;30.8585;26.3191;15.1436;0;0;-86.4590072631836;-84.4180874824524;-82.3801803588867;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00101577281020582;0.00116773517947877;0.00132509984541684;0;0;0;0;0;0;0;0;0;0.00517808739095926;0.00527301874535624;0.0053627579472959;0.00644075392483501;1670.9660970332;8941.90811685407
"T11S0199";"Bastia";79;"2022-02-08";9.63813333333333;42.5731;NA;"0";15.702479338843;3.58509884224618;653.674;585.926;1090.73;417.808;174563;63.9168;0.517902;-0.569616;153.278;585.926;1265.61;0.482537;0.303056;3.249137;3.48707;11.4823;23.1711;35.3097;22.5151;0;0;-82.1712188720703;-78.5692362785339;-75.2235412597656;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9083.55883089684;20642.5091709257
"T11S0200";"Bastia";52;"2022-02-08";9.62063333333333;42.57185;"1";"<10%";9.91735537190083;5.15397457725179;1286.21;1259.59;1584.27;700.2;490280;54.439;1.38266;5.82334;446.026;1259.59;1962.68;0.218886;0.145109;1.116265;0.80751;2.30744;7.15469;21.9436;57.9357;4.32690000000001;3.64449999999999;-53.4713478088379;-53.0804771184921;-52.6946334838867;Inf;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000528840289916843;0.000575602223585931;0.000631666567642242;0;0;0;0;0;0;0;0;0;0.0017925015417859;0.00183583797901989;0.00187045172788203;0.00241144020260582;7650.09483139302;19689.3337210567
"T11S0201";"Bastia";38;"2022-02-08";9.6018;42.5703333333333;"1";"10-50%";47.9338842975207;4.4226165910029;1265.63;1118.34;1197.69;781.821;611243;61.7734;2.4851;10.3424;564.099;1118.34;1990.81;0.230814;0.148005;1.149311;0.38308;0.63393;4.52201;33.96865;49.2254;4.76689999999999;3.80730000000001;-37.3428955078125;-36.8955308278402;-36.4191093444824;Inf;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00168190896511078;0.00172277038994556;0.00177087553311139;0;0;0;0;0;0;0;0;0;0.00177598418667912;0.00178988873958588;0.00180267170071602;0.00351265912953143;6103.26934014898;18748.0471485952
"T11S0202";"Bastia";26;"2022-02-08";9.57468333333333;42.56515;"1";"<10%";22.3140495867769;3.04288153181801;810.949;606.644;517.186;626.688;392738;77.2783;1.79046;3.38043;289.186;606.644;1706.6;0.236219;0.149241;2.18824;1.15411;3.71003;28.94236;39.0874;18.1241;4.0235;2.3848;-25.9785232543945;-25.6052092313766;-25.2345561981201;Inf;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000226800722884946;0.000236559779538463;0.000243868023972027;0;0;0;0;0;0;0;0;0;0.00186085572931916;0.00187952105576793;0.00190028827637434;0.0021160808353064;3805.77917000485;17819.4721112673
"T11S0204";"Bastia";5;"2022-02-08";9.53258333333333;42.5589166666667;NA;"0";2.75482093663912;1.43925149968662;1036.42;1057.17;1197.69;416.241;173257;40.1614;-0.312365;-0.196404;495.415;1057.17;1569.14;0.176817;0.112892;2.157031;1.059;1.50304;5.16722;34.3802;55.4438;0;0;-4.35477876663208;-3.54027694066366;-2.69054985046387;0.88721090555191;0.906873581738308;0.935476124286652;0;0;0;0;0;0;0;0.000763959772359221;0.0078723942860961;0.337876558303833;0.424770440520911;0.540260553359985;0;0;0;0;0;0;0;0;0;0;0;0;0.607519805431366;0.630926218526117;0.663705468177795;0;0;0;0.78803563117981;0.819838789002649;0.862784266471863;0.00380170019343495;0.00430144062908045;0.00471713114529848;2.78747443018942;275.917612537531;16720.1102700108
"T11S0610";"Ajaccio";19.68;"2022-02-26";8.72505;41.9067333333333;NA;"0";32.8804347826087;2.30806608357626;672.841;617.046;623.273;358.819;128751;53.3289;0.897755;1.05529;273.707;617.046;1179.81;0.257859;0.171434;2.026047;2.21939;4.38807;22.4176;53.2368;15.2828;0;0;-37.2130165100098;-20.7843329111735;-12.580171585083;0;0;0;0;0.0729329659603536;0.151454329490662;0;0;0;0;0;0;0.0113045880571008;0.181513687378416;0.304019659757614;0;0;0;0;0;0;0;0;0;0.000186299672350287;0.000193691180902533;0.000202935596462339;0.50437980890274;0.687399164835612;0.79369056224823;0;0.0586649764416507;0.136503756046295;0;0.16688034972176;0.280421406030655;0.0163019169121981;0.0171387448286017;0.017704339697957;1.1847235803473;421.376522367563;1917.10236088528
"T11S0611";"Ajaccio";12.33;"2022-02-26";8.72416666666667;41.90695;NA;NA;38.3152173913044;3.39920038171076;1170.14;931.274;751.033;847.586;718402;72.4347;2.75591;11.015;483.152;931.274;1939.57;0.145404;0.107957;0.683811;0.376688;0.80878;9.14346;43.0578;37.8299;3.19119999999999;3.0252;-18.4128932952881;-13.2093004862467;-10.4281482696533;0;0.00077409032852419;0.00859895907342434;0.05082643404603;0.127978184410641;0.17066852748394;0;0;0;0;0;0;0.15366268157959;0.260527558865086;0.337645262479782;0;0;0;0;0;0;0;0;0;0.000173270906088874;0.000183663698525408;0.000192776380572468;0.697012424468994;0.781700905292265;0.83325582742691;0.065033033490181;0.133114827736732;0.166977241635323;0.165304392576218;0.256683215498924;0.316849172115326;0.0154647529125214;0.01655663447755;0.0173515118658543;1.57751908030825;356.692815394171;1958.29649200924
"T11S0612";"Ajaccio";8.03;"2022-02-26";8.72626666666667;41.9108333333333;NA;"0";50.8152173913044;4.6178608170444;307.151;259.886;324.414;229.322;52588.8;74.6612;2.45717;10.8326;91.9899;259.886;561.73;0.31715;0.238534;5.265076;11.14414;30.8112;38.0366;12.6289;1.55840000000001;0;0;-12.9446458816528;-9.06878311293466;-5.95641040802002;0;0.0300842690921854;0.0548529624938965;0.348045706748962;0.498768728226423;0.640630960464478;0;0;0;0;0.00592196641446208;0.0214792005717754;0.68556946516037;0.80500952154398;0.906299293041229;0;0;0;0;0.00104779819957912;0.00822422746568918;0;0.0011470001154521;0.00957204774022102;0.000107110477983952;0.000140994641242287;0.000173912907484919;0.83236837387085;0.88996065966785;0.936283946037292;0.0803816467523575;0.124129550764337;0.15641276538372;0.485153317451477;0.562293300405145;0.635520040988922;0.00688845152035356;0.00919516246358398;0.0114771341904998;2.92769895153424;176.738271668288;1568.61780848824
"T11S0613";"Ajaccio";25.08;"2022-02-26";8.72986666666667;41.9101666666667;NA;"0";50.2717391304348;7.24002556377247;451.256;344.262;390.924;372.068;138435;82.4516;1.53265;2.23544;105.113;344.262;986.244;0.397788;0.345419;4.721173;7.54692;22.1949;33.1214;21.9539;9.71850000000001;0;0;-35.5031700134277;-22.4545885920525;-12.7548522949219;0;0;0;0.0348588190972805;0.186816843226552;0.354717254638672;0;0;0;0;0;0;0.220149874687195;0.434205964207649;0.608806252479553;0;0;0;0;0.0001925404338787;0.0028881065081805;0;0;0;0.000218500863411464;0.000225522945887254;0.000233137281611562;0.543644607067108;0.702314265569051;0.819677829742432;0;0.00396026923942069;0.0311530511826277;0.153087958693504;0.326652673383554;0.468282401561737;0.0161611642688513;0.0170771533623338;0.0178262982517481;1.67144523236833;255.683771281979;1364.61151330162
"T11S0614";"Ajaccio";83.47;"2022-02-26";8.73343333333333;41.9093333333333;NA;NA;50.8152173913044;5.36731486937738;367.528;300.318;324.414;280.541;78703.2;76.3319;2.09007;6.25178;111.471;300.318;689.429;0.320338;0.2523;4.302342;7.20822;27.1408;39.4528;17.4844;3.83880000000001;0;0;-50.2565498352051;-46.1154829661051;-42.3937644958496;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000232774691539817;0.000248063000981347;0.000266350602032617;0.354455083608627;0.407869764603674;0.460815131664276;0;0;0;0;0;0;0.0191520247608423;0.0196119036409073;0.0201168023049831;0.427729731245563;491.880777053307;1222.02690155886
"T11S0676";"Cargese";76.55;"2022-02-28";8.61971666666667;41.9792333333333;"1";NA;48.6033519553073;8.8478495965394;343.07;161.547;1090.73;368.617;135879;107.447;1.19995;0.244939;22.9538;161.547;990.537;1.94039;1.68391;17.4923;20.2076;18.0094;14.6281;16.3657;9.6726;0;0;-138.323944091797;-127.405978611537;-115.802337646484;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00472257100045681;0.00477976148249581;0.00483058579266071;0.00477976148249581;673.309560100488;11475.5694694201
"T11S0677";"Cargese";77.11;"2022-02-28";8.6264;41.9789166666667;NA;NA;23.7430167597765;2.5438203737791;1650.24;1160.13;3162.28;1620.97;2630000;98.2262;3.11528;13.5447;432.242;1160.13;3468.02;0.129911;0.071064;1.168445;1.45941;2.44011;7.21536;27.8543;35.0857;6.8044;12.0421;-136.362030029297;-124.949487993794;-113.544647216797;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00423409650102258;0.00425396159651779;0.00427872035652399;0.00425396159651779;880.344727580225;10971.76825265
