"Sample";"Zone";"Profondeur";"Date";"Longitude";"Latitude";"RHO";"Recouvrement_Rhodolithes_video";"CaCO3";"LOI_550";"Mean";"Median";"Mode";"SD";"Variance";"CV";"Skewness";"Kurtosis";"d10";"d50";"d90";"pc_2";"pc_4";"pc_63";"pc_125";"pc_250";"pc_500";"pc_1000";"pc_2000";"pc_2500";"pc_4000";"min_bathy";"mean_bathy";"max_bathy";"min_ag";"mean_ag";"max_ag";"min_am";"mean_am";"max_am";"min_aq";"mean_aq";"max_aq";"min_co";"mean_co";"max_co";"min_er";"mean_er";"max_er";"min_in";"mean_in";"max_in";"min_mo_ais";"mean_mo_ais";"max_mo_ais";"min_mo_pp";"mean_mo_pp";"max_mo_pp";"min_pe";"mean_pe";"max_pe";"min_po";"mean_po";"max_po";"min_re";"mean_re";"max_re";"min_to";"mean_to";"max_to";"min_tm";"mean_tm";"max_tm";"p_mean_cum";"dist_land";"dist_ports"
"T3S0371";"Solenzara";22.8;"2022-02-16";9.41063333333333;41.8497166666667;NA;"0";3.86100386100386;4.49538701074984;120.279;96.1819;96.4892;96.7669;9363.84;80.4521;2.16473;5.45591;38.5147;96.1819;221.669;1.234;0.70677;22.17663;43.8896;23.551;7.77189999999999;0.670100000000005;0;0;0;-23.6947956085205;-22.617861866951;-21.5669593811035;0.116408854722977;0.134528002605356;0.151916280388832;0.270283997058868;0.302517730614235;0.332201689481735;0;0;0;0.341280847787857;0.358834077572;0.37554806470871;0;0;0;0;0;0;0;0;0;0;0;0;0.000181193187017925;0.000184175847921167;0.000186596051207744;0;0;0;0;0;0;0;0;0;0.000966780935414135;0.000991024982168114;0.00101056438870728;0.79705501162168;761.975404336741;1066.76862761052
"T3S0372";"Solenzara";37.6;"2022-02-16";9.42045;41.8488833333333;NA;"0";18.018018018018;5.28135491306312;165.001;93.8886;80.0681;170.805;29174.3;103.517;1.65763;2.227;25.3887;93.8886;429.959;1.35861;1.17169;27.287;32.6533;14.6142;16.2918;6.6194;0.00400000000000489;0;0;-38.2453575134277;-37.6679589589437;-37.1227493286133;0;0;0;0;0;0;0;0;0;0.106759011745453;0.118571988997921;0.131976455450058;0;0;0;0;0;0;0;0;0;0;0;0;5.17115731781814e-05;5.33561358151342e-05;5.59459476789925e-05;0;0;0;0;0;0;0;0;0;0.00108742679003626;0.00111251305638542;0.00113586022052914;0.119737858190121;1554.98642032796;1759.06104485891
"T3S0373";"Solenzara";45.4;"2022-02-16";9.42791666666667;41.8482833333333;NA;"0";35.5212355212355;6.47332902220232;158.317;100.762;96.4892;152.059;23122;96.0473;1.3597;0.927119;20.0773;100.762;420.114;1.46405;1.47549;26.96666;29.4773;19.2163;16.4503;4.9499;0;0;0;-48.0352172851562;-46.9374226888021;-45.8210525512695;Inf;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.80195303680375e-05;5.30859613112019e-05;5.80110136070289e-05;0;0;0;0;0;0;0;0;0;0.00138646014966071;0.0014106245051759;0.00143012078478932;0.0014637104664871;2105.27444221204;2341.03755419335
"T3S0374";"Solenzara";62.4;"2022-02-16";9.44505;41.8472;NA;"0";41.1840411840412;4.71178111302961;1179.18;1146.48;1908.93;700.277;490388;59.3868;0.440702;0.134264;221.814;1146.48;1971.94;0.351621;0.334738;3.272291;2.72089;4.08006;7.7443;23.3762;49.5934;5.59739999999999;2.92910000000001;-64.9030990600586;-64.201095700264;-63.5688438415527;Inf;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.46279034097097e-06;9.08699161072946e-06;1.36596963784541e-05;0;0;0;0;0;0;0;0;0;0.00168780796229839;0.00173522964178119;0.00178653025068343;0.00174431663339192;3460.86457237533;3719.81221393519
"T3S0375";"Solenzara";79.3;"2022-02-16";9.46321666666667;41.8460833333333;NA;"0";36.5508365508366;4.06135841446688;1122.85;1141.5;1908.93;655.286;429400;58.359;0.00472548;-1.0073;216.769;1141.5;1914.26;0.739401;0.243116;1.766043;2.5601;6.28174;11.6172;22.0465;51.6847;2.56059999999999;0.500600000000006;-84.7561111450195;-83.5455497741699;-82.3791122436523;Inf;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000510691665112972;0.000519458446433418;0.000523961673025042;0;0;0;0;0;0;0;0;0;0.00233595375902951;0.00241911293414887;0.00250143697485328;0.00293857138058229;4945.40211790263;5211.85847484239
"T3S0427";"Saint Florent";79.48;"2022-02-18";9.262;42.7313166666667;NA;NA;51.994851994852;12.9702141900937;159.552;123.777;140.125;137.613;18937.2;86.2492;1.30497;1.28184;15.3029;123.777;377.651;1.9761;1.81589;21.02111;25.68;30.1462;15.8978;3.4629;0;0;0;-73.2987899780273;-70.2899169921875;-67.0870666503906;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00209578312933445;0.00216871638986049;0.00224753003567457;0.00216871638986049;1500.72608510299;6446.79300786511
"T3S0428";"Saint Florent";33.58;"2022-02-18";9.24878333333333;42.7254666666667;NA;"0";60.7464607464607;7.97951071862164;195.913;139.233;140.125;194.116;37680.9;99.0823;2.93021;10.5632;57.819;139.233;408.18;0.59383;0.394897;10.676173;30.9851;37.9427;12.5816;5.3283;1.4974;0;0;-35.7246894836426;-34.3039162158966;-32.9947319030762;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00563443824648857;0.00573103553776083;0.00582820363342762;0.00573103553776083;461.836039953814;6503.4032228588
"T3S0429";"Saint Florent";27.28;"2022-02-18";9.24635;42.72425;NA;"0";47.1042471042471;4.13798767967144;193.912;162.937;153.824;122.406;14983.3;63.1246;1.44719;2.39081;77.9878;162.937;373.087;0.642536;0.287511;6.030283;22.53707;48.4153;18.8965;3.1908;0;0;0;-29.8403072357178;-27.2916841506958;-23.7282867431641;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0461713224649429;0.0955039245309308;0.155006274580956;0.00571561977267265;0.00581260409671813;0.00587407359853387;0.101316528627649;295.757728868857;6528.8016630088
"T3S0430";"Saint Florent";16.53;"2022-02-18";9.24795;42.7221666666667;NA;"0";41.6988416988417;3.27785102175349;238.677;213.345;203.495;116.344;13536;48.7456;0.959204;0.956542;119.897;213.345;406.451;0.4121;0.122655;2.144655;8.77699;51.7852;33.0615;3.6969;0;0;0;-18.7150535583496;-16.6111334732601;-13.5714664459229;0;0.00130686087844272;0.0135429166257381;0;0;0;0;0;0;0.0440084412693977;0.066645035520196;0.0905862674117088;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.207913309335709;0.258460808793704;0.316877126693726;0.00404005032032728;0.00461020024182896;0.00511081330478191;0.331022905434171;103.900992643426;6268.31237051383
"T3S0431";"Saint Florent";6.82;"2022-02-18";9.24163333333333;42.7211333333333;NA;"0";30.1158301158301;2.47161643388057;223.256;199.43;185.372;106.992;11447.3;47.9234;1.06069;1.26136;117.031;199.43;378.731;0.431446;0.132868;1.938706;10.18078;56.8322;28.0656;2.41840000000001;0;0;0;-8.59458827972412;-6.85997076034546;-4.78057527542114;0.0382681339979172;0.0522607818486229;0.0734580829739571;0;0;0;0;0;0;0.111157961189747;0.126338040155749;0.145167142152786;0;0;0;0;0;0;0;0.00760667816540527;0.0244526360183954;0.000223124661715701;0.00292581194662489;0.013789102435112;0;0;0;0;0;0;0;0;0;0.389030486345291;0.433928732910464;0.4803307056427;0.00164907961152494;0.00232499723337711;0.00296964077278972;0.625385042260243;244.425742191863;6543.82269914024
"T3S0449";"Ile Rousse";80.02;"2022-02-19";8.96886666666667;42.6889333333333;"1";"10-50%";48.4210526315789;6.08168686700978;647.764;541.76;623.273;434.608;188884;67.0936;0.816206;-0.0626244;176.026;541.76;1309.97;0.41841;0.295509;2.053101;2.72056;12.96312;27.7178;32.7089;21.1226;0;0;-129.936248779297;-120.135269411149;-110.365493774414;Inf;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00300430785864592;0.00307724386033031;0.00314754294231534;0.00307724386033031;5454.52424480428;5892.33601386694
"T3S0450";"Ile Rousse";64.63;"2022-02-19";8.96051666666667;42.6717333333333;"1";"<10%";60.5263157894737;5.02710612964384;914.93;921.036;1197.69;439.26;192950;48.0103;0.0232076;-0.763273;318.35;921.036;1494.25;0.268696;0.174066;1.219188;0.84478;4.24383;13.83304;35.5463;43.8701;0;0;-65.0713958740234;-64.8084273799773;-64.6211090087891;Inf;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00809783861041069;0.00833713488593217;0.00850444380193949;0.00833713488593217;3537.07604483235;3874.53328615356
"T3S0451";"Ile Rousse";75;"2022-02-19";8.95168333333333;42.6571166666667;NA;"0";67.1052631578947;5.33155888538376;311.172;187.941;140.097;310.955;96693.2;99.9303;1.896;3.61035;66.4241;187.941;750.825;0.811503;0.535047;7.84625;20.9655;30.7612;20.0142;13.8004;5.2659;0;0;-72.6775894165039;-72.5580121932491;-72.3594360351562;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00772869680076838;0.00789816714823246;0.00808240938931704;0.00789816714823246;1856.21164013148;2102.62102147903
"T3S0452";"Ile Rousse";63.73;"2022-02-19";8.95133333333333;42.65385;NA;"0";53.9473684210526;4.50474096919189;243.964;200.014;185.348;173.36;30053.7;71.0596;1.40219;2.56782;70.3989;200.014;477.504;0.585914;0.383254;7.454592;18.01634;35.221;29.7658;8.3297;0.243399999999994;0;0;-71.0976867675781;-68.5979335308075;-65.8730545043945;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00906224269419909;0.00931595259856793;0.00955934543162584;0.00931595259856793;1602.23948378756;1785.5249972697
"T3S0453";"Ile Rousse";43.7;"2022-02-19";8.95;42.6500333333333;NA;"0";61.5789473684211;7.93642750979596;599.784;600.591;1090.73;416.48;173456;69.4384;0.0127496;-1.52203;61.6493;600.591;1134.48;1.19921;0.8704;8.07319;8.479;12.6615;13.7757;29.3115;25.6295;0;0;-47.4360694885254;-43.5814407102523;-38.8283767700195;0.0600233301520348;0.102909637314658;0.155171915888786;0;0.00162013638914833;0.0272866059094667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0162796511468778;0.078491136431694;0;0;0;0.00939988438040018;0.00958416932412694;0.00975315272808075;0.130393594174811;1265.88321574808;1390.15447470277
"T3S0454";"Ile Rousse";38.19;"2022-02-19";8.94296666666667;42.6482333333333;NA;"0";46.0526315789474;4.03892624069172;216.92;177.356;168.868;153.182;23464.6;70.6166;1.7111;3.74216;72.5597;177.356;414.399;0.402841;0.230468;7.422521;20.08827;42.6452;23.1833;5.96380000000001;0.0635999999999939;0;0;-41.68798828125;-38.6915225982666;-36.5253028869629;0.123609431087971;0.157455817610025;0.183208674192429;0.119869343936443;0.165403964370489;0.209227293729782;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.447809964418411;0.48747918009758;0.529603242874146;0;0;0;0.0104565331712365;0.0105450308571259;0.0106405559927225;0.82088399293522;674.274596926976;891.146688995627
"T3S0455";"Ile Rousse";29.13;"2022-02-19";8.9424;42.6459166666667;"1";"<10%";48.9473684210526;7.10494286293869;1097.8;1116.19;1197.69;374.353;140140;34.1003;-0.550652;0.62532;660.698;1116.19;1565.03;0.151295;0.171497;1.329008;0.89072;1.45394;2.63227;29.75807;63.6132;0;0;-31.0751953125;-29.6031355088757;-28.7118835449219;0.283966839313507;0.303932264961045;0.327184826135635;0.343824237585068;0.382986506511425;0.420355290174484;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0479252450168133;0.0759542977501606;0.100396826863289;0.32442581653595;0.36000325864759;0.395146995782852;0;0.0221495358514246;0.0481906495988369;0.00941251497715712;0.00997603938368888;0.0103362267836928;1.15500190310533;502.606183242647;642.198720679032
"T3S0456";"Ile Rousse";13.53;"2022-02-19";8.95743333333333;42.6379833333333;NA;"0";18.9473684210526;2.41223704293587;279.39;265.796;269.203;131.165;17204.3;46.9471;0.571288;0.552985;123.077;265.796;454.465;0.328712;0.093962;3.814456;6.01077;34.0707;49.2201;6.46129999999999;0;0;0;-15.7141304016113;-13.9630550742149;-12.3439083099365;0.760860621929169;0.790813752015432;0.820671021938324;0.184332698583603;0.194179846843084;0.205576166510582;0;0;0;0;0.000993058213498443;0.00933476351201534;0;0;0;0;0;0;0;8.75600536043445e-05;0.00262680160813034;0;0;0;0;0;0;0.452428907155991;0.494096307953199;0.53966897726059;0;0;0;0.133863061666489;0.159286701182524;0.183598101139069;0.00230549043044448;0.00287745539098978;0.0033984356559813;1.64233468165233;265.574523394412;1606.68659459668
"T3S0457";"Ile Rousse";11.43;"2022-02-19";8.94281666666667;42.6378333333333;NA;"0";16.5789473684211;2.55863184038134;364.543;319.416;356.13;260.619;67922.1;71.4918;1.89973;6.04232;95.0431;319.416;658.849;0.297746;0.120951;5.203163;8.85964;21.3495;42.7277;18.5149;2.9264;0;0;-13.4238538742065;-11.1992831230164;-9.45713233947754;0.691112816333771;0.724054686228434;0.757925510406494;0.601895987987518;0.619011505444845;0.640196621417999;0;0;0;0;0;0;0.0371548272669315;0.0954358377804359;0.159228324890137;0;0;0;0;0.00091410867171362;0.00585873052477837;0;0.00362577547881907;0.030791200697422;0;0;0;0.460839629173279;0.501840197046598;0.542069673538208;0.0947818085551262;0.103200545907021;0.113429442048073;0.331308335065842;0.383309537172318;0.431690484285355;0.00874791108071804;0.0104392713556687;0.0116488067433238;2.44183146508585;345.874491451384;511.508056043827
"T3S0458";"Ile Rousse";8;"2022-02-19";8.93821666666667;42.6402166666667;NA;"0";10.0817438692098;2.85306446949988;3377.73;2586.51;3162.28;2745.99;7540000;81.2969;1.455;1.97183;737.532;2586.51;7387.44;0.186689;0.088726;1.747205;1.82521;1.70341;1.95185;6.93921;22.6241;11.6342;22.5303;-11.8875780105591;-8.93627335808494;-7.06827306747437;0.595329999923706;0.615012178818385;0.629794478416443;0.802320539951324;0.84238665898641;0.890688419342041;0;0;0;0;0.000104365757821749;0.00243476405739784;0.0502643957734108;0.110766065865755;0.182512059807777;0;0;0;0;0;0;0;0;0;0;0;0;0.507982492446899;0.553786933422089;0.607457220554352;0.160811275243759;0.170720867315928;0.178146034479141;0.384010702371597;0.446117674311002;0.511296033859253;0.00156193086877465;0.00258135696252187;0.00387932313606143;2.74147610143991;120.058884330178;87.397309746379
"T3S0490";"Calvi";35.4;"2022-02-20";8.75743333333333;42.5733333333333;NA;"0";34.119278779473;3.86004627394843;1921.8;1797.72;3162.28;1251.81;1570000;65.1376;0.927118;1.42666;199.382;1797.72;3595.24;0.329464;0.230031;3.076325;3.75368;3.3445;3.1425;7.3802;39.6218;14.3456;20.2365;-39.4648742675781;-34.2218744216427;-29.3824729919434;0;0;0;0.1303431391716;0.186242513855298;0.242124706506729;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.245359912514687;0.319956917067369;0.391149669885635;0.0597544796764851;0.0854110629608234;0.109117299318314;0.262558102607727;0.333587988217672;0.409948736429214;0.00827890913933516;0.010349162761122;0.0121906790882349;0.935547644862284;244.799340876183;914.503724650586
"T3S0491";"Calvi";62.6;"2022-02-20";8.74926666666667;42.5764;NA;"0";26.9070735090153;11.4136107130853;126.53;87.3474;96.4892;125.855;15839.6;99.4671;1.83815;3.07379;16.9513;87.3474;324.559;1.86179;1.63747;31.63684;32.1704;19.3723;10.8792;2.44199999999999;0;0;0;-65.2500915527344;-63.0763159721128;-59.7866287231445;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0174945183098316;0.0181810872629285;0.0187892317771912;0.0181810872629285;701.128377592471;1465.17695582295
"T3S0492";"Calvi";78.1;"2022-02-20";8.74978333333333;42.5821166666667;NA;"0";32.4549237170596;6.18177563063141;129.773;95.7695;96.4892;121.117;14669.4;93.3303;2.38093;6.66857;34.154;95.7695;290.103;1.44259;1.02801;22.9634;41.7389;21.5641;8.8656;2.3909;0.00650000000000261;0;0;-83.0092544555664;-81.0818904529918;-79.0697860717773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0142137184739113;0.0149084179972609;0.0156520530581474;0.0149084179972609;1236.64858761122;2019.69479913614
"T3S0514";"Galeria";52.25;"2022-02-23";8.66903333333333;42.5218;NA;"0";51.568894952251;3.77582947656607;1310.5;1179.44;1908.93;970.37;941619;74.0461;2.22147;7.52741;328.976;1179.44;2087.27;0.223417;0.146501;1.979202;1.82688;3.49674;8.51466;24.2315;48.7973;4.49039999999999;3.89100000000001;-56.5244064331055;-54.3279658555984;-51.3040199279785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00769616337493062;0.00799056195343534;0.00827000290155411;0.00799056195343534;457.861391100869;8801.49163650502
"T3S0515";"Galeria";61.7;"2022-02-23";8.64921666666667;42.5284833333333;"1";"<10%";54.2974079126876;4.47116034040255;1662.06;1246.82;1908.93;1707.72;2920000;102.747;3.5049;15.2625;463.456;1246.82;3114.35;0.0482801;0.0588509;0.473374;0.498345;1.96278;8.55487;25.7394;43.8277;6.2884;6.2212;-61.7469215393066;-60.0888695255403;-58.6496772766113;Inf;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00423037679865956;0.00442872756731606;0.0046625230461359;0.00442872756731606;2016.89895041269;9874.17181539593
"T3S0516";"Galeria";78.5;"2022-02-23";8.63493333333333;42.5340166666667;"1";"10-50%";54.5702592087312;4.4616568522484;2163.59;1629.89;3162.28;2029.19;4120000;93.7883;2.68565;8.71958;562.219;1629.89;4183.02;0.308443;0.212147;1.14298;0.62508;1.59178;4.56777;15.3616;43.1939;8.86880000000001;13.7746;-61.9778442382812;-58.5406539916992;-55.5925140380859;Inf;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00237660994753242;0.00239856167125606;0.00242110318504274;0.00239856167125606;3310.49587156715;10740.3796609295
"T3S0544";"Scandola";79.27;"2022-02-24";8.54835;42.32;"1";"50-90%";54.1192230408573;6.87540509547787;65.2329;38.0724;168.863;68.6105;4707.4;105.178;0.967259;-0.154431;1.75999;38.0724;175.749;10.9961;8.3286;40.5384;19.0652;20.2888;0.782899999999998;0;0;0;0;-83.0231018066406;-79.5551071166992;-78.0551147460938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00543464813381433;0.00552059846619765;0.00560696795582771;0.00552059846619765;1500.53214281866;6288.84159197322
"T3S0545";"Scandola";66.88;"2022-02-24";8.5526;42.32485;"1";"10-50%";58.6738111185532;6.21345384453409;694.745;616.413;1090.81;449.709;202238;64.7301;0.453582;-0.496441;98.7255;616.413;1334.06;2.15663;1.3094;5.20088;1.73929;5.6075;22.5084;35.0922;26.3857;0;0;-74.2508316040039;-72.789906901698;-72.1174697875977;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00722832325845957;0.00763628764017936;0.00807199068367481;0.00763628764017936;917.688608512443;5718.94645245835
"T3S0546";"Scandola";54.73;"2022-02-24";8.55658333333333;42.3294;"1";"<10%";28.9350301406564;5.10330271901331;2230.91;1688.52;1908.93;2525.44;6380000;113.202;2.53442;6.2527;323.007;1688.52;5152.04;0.23279;0.153304;0.796546;0.77406;4.32312;12.21158;11.9274;41.7752;8.6613;7.2621;-43.0346565246582;-39.3227338790894;-35.9155769348145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0110216839239001;0.0111831595189869;0.0113414498046041;0.0111831595189869;341.537653016052;5200.310617602
"T3S0567";"Piana";27.5;"2022-02-25";8.61346666666667;42.25455;NA;"0";19.0995907230559;2.59019578784435;373.579;306.976;295.53;290.188;84209.3;77.6779;2.65563;8.42139;143.648;306.976;612.472;0.322425;0.120489;3.300846;4.33841;25.20693;50.0882;11.7008;4.92189999999999;0;0;-29.3251342773438;-27.2659356594086;-24.621997833252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000118895937057753;0.00368577404879034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000581210129894316;0.000863590337816746;0.00112502579577267;0.000982486274874499;197.419451799716;6753.83029108782
"T3S0568";"Piana";34.9;"2022-02-25";8.61111666666667;42.25575;"1";"<10%";14.1882673942701;2.0496780741012;2224.56;1350.88;3162.28;2700.87;7290000;121.412;2.41085;5.21136;400.828;1350.88;5865.34;0.131061;0.073166;2.005683;1.66298;2.44055;7.15356;23.4908;35.9742;6.5316;7.221;-37.0036849975586;-34.5993396214076;-32.6085205078125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00131755380425602;0.00165661066785106;0.00198937323875725;0.00165661066785106;244.502612839997;6920.27863624802
"T3S0569";"Piana";62.15;"2022-02-25";8.61515;42.2625;"1";"10-50%";54.8431105047749;6.28518444930128;1262.96;1217.69;1908.93;681.016;463783;53.9224;0.500919;0.207203;428.175;1217.69;2040.76;0.406475;0.290981;1.502464;0.82847;2.01094;7.96297;25.9627;50.4437;7.25360000000001;3.3377;-76.2462921142578;-73.6718398502895;-69.8428726196289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00224424828775227;0.00227753055514768;0.00230897217988968;0.00227753055514768;796.33627413214;6498.91212724074
"T3S0639";"Muru";3.75;"2022-02-27";8.77218333333333;41.8142166666667;NA;"0";25.1012145748988;1.88538981067016;251.153;239.134;245.235;112.463;12647.9;44.7787;0.439165;-0.0033128;118.594;239.134;407.968;0.414218;0.112388;2.787564;8.03783;42.6141;43.4609;2.57299999999999;0;0;0;-4.93764209747314;-2.9232941031456;-1.28857660293579;0.411529272794724;0.435847901064774;0.4514439702034;0;0;0;0;0;0;0.000209660138352774;0.0160149529507055;0.0319861173629761;0;0;0;0;0;0;0;0;0;0;0.00013618298268331;0.00356999458745122;0;0;0;0.384019702672958;0.42363629875512;0.461776286363602;0;0;0;0.369372516870499;0.4286469529415;0.489960938692093;0.000197677203686908;0.000354774500010535;0.000516157655511051;1.30463706319479;115.699661544354;11806.699212059
"T3S0640";"Muru";5.35;"2022-02-27";8.77061666666667;41.8129833333333;NA;"0";25.1012145748988;1.99339332498005;281.241;260.342;269.205;126.629;16034.9;45.025;0.733615;0.535241;141.313;260.342;460.849;0.399021;0.170665;1.174434;5.05258;39.4894;46.9639;6.75;0;0;0;-6.15235233306885;-4.7062452520643;-2.85922384262085;0.371259272098541;0.387606650590897;0.403445690870285;0;0;0;0;0;0;0;0.00267508060265943;0.0147580159828067;0;0;0;0;0;0;0;9.24763273736783e-05;0.000536362698767334;0;0.000235434974832781;0.00341380713507533;0;0;0;0.28505003452301;0.312670095213528;0.347448199987411;0;0;0;0.314655095338821;0.372295577978266;0.432658642530441;0.000230103833018802;0.000383999233298678;0.000585369649343193;1.07595931492086;161.706684666485;11914.7874952878
"T3S0655";"Ajaccio";59.68;"2022-02-28";8.53476666666667;41.86655;"1";"10-50%";51.5151515151515;5.6191569624405;1436.36;1429.44;1908.93;537.775;289202;37.4401;0.678927;1.63246;782.579;1429.44;1966.76;0.0902582;0.0475048;0.242022;0.092202;0.198573;1.86603;17.87281;71.9235;4.5389;3.12820000000001;-61.5564956665039;-60.5713856560843;-59.6098976135254;Inf;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.33873152208253e-06;1.62980032503886e-06;2.36932373809395e-06;0;0;0;0;0;0;0;0;0;0.00478533888235688;0.0048503482559075;0.00492843613028526;0.00485197805623253;4056.91865864826;18205.139812172
"T3S0656";"Ajaccio";51.63;"2022-02-28";8.54963333333333;41.8685833333333;"1";"<10%";49.0358126721763;NA;4080.8;3166.67;5656.85;2950.45;8710000;72.3009;1.23298;0.842131;1305.85;3166.67;7986.34;0;0;0;0;0;0.233733;3.441577;30.38719;8.2589;17.2768;-50.7356872558594;-49.3428342183431;-47.9963684082031;Inf;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.45689555210993e-05;2.00558903600268e-05;2.5875224309857e-05;0;0;0;0;0;0;0;0;0;0.00512875523418188;0.00517141023010481;0.00521554099395871;0.00519146612046484;2799.48624060967;16960.7464255512
"T3S0710";"Cargese";38.41;"2022-03-01";8.69076666666667;42.0890833333333;"1";"<10%";13.012729844413;2.26462168343276;1570.04;1428.27;1908.93;870.149;757160;55.4222;1.98226;6.48277;729.921;1428.27;2477.96;0.0920105;0.0556585;0.494734;0.357747;0.48787;1.54194;21.14414;57.2963;8.9228;7.91840000000001;-39.8625221252441;-38.4913731892904;-37.1669692993164;0.119818009436131;0.142868335125968;0.166381061077118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000930115056689829;0.000952717255131574;0.000975597999058664;0.143821052381099;816.480431697413;2565.75441755453
"T3S0711";"Cargese";18.93;"2022-03-01";8.69895;42.0962333333333;NA;"0";19.5190947666195;2.54535296437488;156.562;144.336;153.832;78.3785;6143.19;50.0622;1.1379;2.05329;73.433;144.336;253.209;0.521173;0.167144;6.826173;28.89961;53.121;10.4446;0.020300000000006;0;0;0;-20.4454078674316;-19.163120700467;-17.7495212554932;0.527563452720642;0.557028794661164;0.587830901145935;0;0;0;0;0;0;0.0904559567570686;0.106475266162306;0.122643634676933;0.000196857450646348;0.0376469385250857;0.0781571567058563;0;0;0;0;0.000144405326864216;0.00154032348655164;0;0;0;0;0;0;0;0;0;0;0;0;0.0851667374372482;0.108863544184715;0.132543012499809;0.000813526741694659;0.000843451191030908;0.000873640121426433;0.811002400051166;789.511780374725;1974.18125220621
"T3S0712";"Cargese";5.25;"2022-03-01";8.69558333333333;42.1125666666667;NA;"0";4.24328147100424;2.60863887165759;146.986;120.801;127.646;105.332;11094.9;71.6616;2.0254;4.17016;57.9881;120.801;281.876;0.600687;0.230115;10.981698;41.4923;35.3732;9.66160000000001;1.6604;0;0;0;-6.07960319519043;-5.22017329079764;-4.23045063018799;0.452589750289917;0.460056221292865;0.46795055270195;0.0834953412413597;0.114329737520987;0.155077546834946;0;0;0;0.498310118913651;0.510838420160355;0.525996148586273;0;0.000986730973724456;0.00585622293874621;0;0;0;0;0;0;0;0;0;0;0;0;0.0722943767905235;0.116638340536625;0.165203914046288;0;0;0;0.810156881809235;0.857572503628269;0.907796800136566;0.000237992004258558;0.00034771166223612;0.000511910300701857;2.06076966577506;199.139478628151;615.702690484616
